ID,Abundance,Type2
rpr,0.333333333333,FA synth elong
lbf,0.666666666667,FA synth elong
lbf,0.166666666667,FA synth elong
ant,0.5,FA synth elong
etw,0.5,FA synth elong
xcc,0.5,FA synth elong
cpt,0.416666666667,FA synth elong
rer,0.25,FA synth elong
bfl,0.416666666667,FA synth elong
ran,0.5,FA synth elong
mil,0.333333333333,FA synth elong
hps,0.416666666667,FA synth elong
ccr,0.5,FA synth elong
nri,0.230769230769,FA synth elong
spg,0.666666666667,FA synth elong
eam,0.615384615385,FA synth elong
bbr,0.333333333333,FA synth elong
bbr,0.666666666667,FA synth elong
lip,0.416666666667,FA synth elong
lip,0.384615384615,FA synth elong
hil,0.538461538462,FA synth elong
mts,0.25,FA synth elong
swp,0.277777777778,FA synth elong
ecy,0.333333333333,FA synth elong
fps,0.5,FA synth elong
nda,0.333333333333,FA synth elong
cli,0.5,FA synth elong
pla,0.333333333333,FA synth elong
lbj,0.5,FA synth elong
lbj,0.25,FA synth elong
bps,0.416666666667,FA synth elong
shm,0.277777777778,FA synth elong
shm,0.666666666667,FA synth elong
slp,0.333333333333,FA synth elong
abn,0.333333333333,FA synth elong
tbi,0.230769230769,FA synth elong
abn,0.5,FA synth elong
rle,0.333333333333,FA synth elong
rle,0.222222222222,FA synth elong
wbm,0.5,FA synth elong
din,0.5,FA synth elong
cdi,0.0833333333333,FA synth elong
bur,0.666666666667,FA synth elong
cpf,0.538461538462,FA synth elong
bab,0.333333333333,FA synth elong
spp,0.416666666667,FA synth elong
bay,0.5,FA synth elong
sse,0.416666666667,FA synth elong
rbe,0.230769230769,FA synth elong
seh,0.5,FA synth elong
seh,0.583333333333,FA synth elong
ctt,0.666666666667,FA synth elong
ctt,0.277777777778,FA synth elong
sur,1,FA synth elong
bbt,0.5,FA synth elong
bme,0.615384615385,FA synth elong
sei,0.615384615385,FA synth elong
rpe,0.222222222222,FA synth elong
bmr,0.615384615385,FA synth elong
ypm,0.615384615385,FA synth elong
cba,0.538461538462,FA synth elong
sat,0.416666666667,FA synth elong
dly,0.166666666667,FA synth elong
wch,0.416666666667,FA synth elong
dly,0.153846153846,FA synth elong
cmi,0.25,FA synth elong
cmi,0.230769230769,FA synth elong
lpj,0.416666666667,FA synth elong
hch,0.5,FA synth elong
bgl,0.222222222222,FA synth elong
ftu,0.5,FA synth elong
acd,0.615384615385,FA synth elong
rrs,0.666666666667,FA synth elong
cki,0.333333333333,FA synth elong
sfv,0.615384615385,FA synth elong
abn,0.538461538462,FA synth elong
pas,0.111111111111,FA synth elong
pau,0.5,FA synth elong
mse,0.333333333333,FA synth elong
aci,0.666666666667,FA synth elong
mse,0.166666666667,FA synth elong
sil,0.615384615385,FA synth elong
amu,0.416666666667,FA synth elong
eli,0.5,FA synth elong
bgr,0.5,FA synth elong
bgr,0.615384615385,FA synth elong
bpy,0.666666666667,FA synth elong
lac,0.666666666667,FA synth elong
rce,0.5,FA synth elong
rce,0.5,FA synth elong
pmh,0.538461538462,FA synth elong
gym,0.5,FA synth elong
elm,0.416666666667,FA synth elong
pmi,0.416666666667,FA synth elong
pao,0.277777777778,FA synth elong
cni,0.416666666667,FA synth elong
ckn,0.230769230769,FA synth elong
sac,0.416666666667,FA synth elong
spk,0.5,FA synth elong
lby,0.5,FA synth elong
lby,0.5,FA synth elong
spx,0.416666666667,FA synth elong
spx,0.538461538462,FA synth elong
xcb,0.615384615385,FA synth elong
cfl,0.333333333333,FA synth elong
cch,0.416666666667,FA synth elong
ica,0.333333333333,FA synth elong
bqu,0.5,FA synth elong
bce,0.666666666667,FA synth elong
ama,0.230769230769,FA synth elong
bfa,0.5,FA synth elong
ssb,0.666666666667,FA synth elong
bli,0.5,FA synth elong
bhe,0.615384615385,FA synth elong
rha,0.666666666667,FA synth elong
smh,0.0833333333333,FA synth elong
mmw,0.166666666667,FA synth elong
pay,0.5,FA synth elong
sin,0.0833333333333,FA synth elong
sin,0.333333333333,FA synth elong
gka,0.666666666667,FA synth elong
lcb,0.416666666667,FA synth elong
cow,0.333333333333,FA synth elong
cow,0.230769230769,FA synth elong
chy,0.166666666667,FA synth elong
pbs,0.111111111111,FA synth elong
avn,0.5,FA synth elong
pru,0.230769230769,FA synth elong
etr,0.416666666667,FA synth elong
bal,0.416666666667,FA synth elong
bal,0.538461538462,FA synth elong
ran,0.5,FA synth elong
oca,0.166666666667,FA synth elong
mil,0.538461538462,FA synth elong
car,0.5,FA synth elong
ece,0.5,FA synth elong
rhi,0.666666666667,FA synth elong
acr,0.5,FA synth elong
msv,0.416666666667,FA synth elong
acr,0.666666666667,FA synth elong
acr,0.538461538462,FA synth elong
stl,0.538461538462,FA synth elong
ecf,0.5,FA synth elong
sas,0.111111111111,FA synth elong
psp,0.277777777778,FA synth elong
mpo,0.5,FA synth elong
psp,0.5,FA synth elong
psp,0.5,FA synth elong
pmu,0.5,FA synth elong
brh,0.538461538462,FA synth elong
gmc,0.583333333333,FA synth elong
cpc,0.538461538462,FA synth elong
gmc,0.666666666667,FA synth elong
apa,0.5,FA synth elong
hba,0.615384615385,FA synth elong
bmi,0.5,FA synth elong
pay,0.388888888889,FA synth elong
mta,0.333333333333,FA synth elong
set,0.615384615385,FA synth elong
vex,0.615384615385,FA synth elong
dpt,0.416666666667,FA synth elong
cgt,0.0555555555556,FA synth elong
pst,0.277777777778,FA synth elong
cgt,0.166666666667,FA synth elong
apb,0.166666666667,FA synth elong
rde,0.5,FA synth elong
aca,0.5,FA synth elong
gct,0.5,FA synth elong
apb,0.5,FA synth elong
mtb,0.166666666667,FA synth elong
cat,0.666666666667,FA synth elong
cat,0.5,FA synth elong
seu,0.538461538462,FA synth elong
syd,0.416666666667,FA synth elong
rdn,0.230769230769,FA synth elong
rdn,0.0555555555556,FA synth elong
lgs,0.333333333333,FA synth elong
lgs,0.538461538462,FA synth elong
lgs,0.416666666667,FA synth elong
pfr,0.0555555555556,FA synth elong
cbo,0.333333333333,FA synth elong
mms,0.538461538462,FA synth elong
mms,0.416666666667,FA synth elong
srt,0.5,FA synth elong
rec,0.615384615385,FA synth elong
cpi,0.5,FA synth elong
sps,0.0555555555556,FA synth elong
rec,0.222222222222,FA synth elong
chd,0.230769230769,FA synth elong
chl,0.166666666667,FA synth elong
rsp,0.615384615385,FA synth elong
rec,0.333333333333,FA synth elong
nde,0.5,FA synth elong
tfu,0.230769230769,FA synth elong
lpl,0.333333333333,FA synth elong
hba,0.416666666667,FA synth elong
set,0.277777777778,FA synth elong
btk,0.5,FA synth elong
pam,0.5,FA synth elong
sau,0.5,FA synth elong
ecj,0.5,FA synth elong
cpj,0.416666666667,FA synth elong
cpn,0.538461538462,FA synth elong
ecj,0.5,FA synth elong
dsy,0.166666666667,FA synth elong
tpr,0.5,FA synth elong
tpr,0.277777777778,FA synth elong
mtc,0.5,FA synth elong
ssn,0.615384615385,FA synth elong
bco,0.5,FA synth elong
cpo,0.333333333333,FA synth elong
cpo,0.416666666667,FA synth elong
bpy,0.277777777778,FA synth elong
syn,0.416666666667,FA synth elong
fri,0.333333333333,FA synth elong
mlu,0.230769230769,FA synth elong
sth,0.166666666667,FA synth elong
bsn,1,FA synth elong
cni,0.166666666667,FA synth elong
gur,0.333333333333,FA synth elong
cpr,0.538461538462,FA synth elong
sao,0.416666666667,FA synth elong
cfl,0.5,FA synth elong
cfl,0.111111111111,FA synth elong
acm,0.416666666667,FA synth elong
xcb,0.5,FA synth elong
lpn,0.615384615385,FA synth elong
nit,0.416666666667,FA synth elong
lil,0.25,FA synth elong
lil,0.666666666667,FA synth elong
pfl,0.5,FA synth elong
eok,0.5,FA synth elong
hac,0.416666666667,FA synth elong
bfa,0.111111111111,FA synth elong
blf,0.166666666667,FA synth elong
gem,0.416666666667,FA synth elong
mmw,0.5,FA synth elong
pol,0.5,FA synth elong
dze,0.5,FA synth elong
syr,0.5,FA synth elong
dze,0.5,FA synth elong
bli,0.5,FA synth elong
bli,0.222222222222,FA synth elong
cbf,0.538461538462,FA synth elong
aex,0.111111111111,FA synth elong
msu,0.5,FA synth elong
chy,0.5,FA synth elong
xcc,0.666666666667,FA synth elong
chy,0.461538461538,FA synth elong
kpn,0.5,FA synth elong
xcc,0.615384615385,FA synth elong
dde,0.461538461538,FA synth elong
mil,0.277777777778,FA synth elong
eam,0.416666666667,FA synth elong
kpu,0.5,FA synth elong
kpu,0.333333333333,FA synth elong
eam,0.277777777778,FA synth elong
aco,0.416666666667,FA synth elong
cpu,0.0555555555556,FA synth elong
rva,0.5,FA synth elong
rva,0.615384615385,FA synth elong
aae,0.416666666667,FA synth elong
sak,0.538461538462,FA synth elong
mts,0.230769230769,FA synth elong
pvi,0.416666666667,FA synth elong
bav,0.5,FA synth elong
lrf,0.416666666667,FA synth elong
sas,0.666666666667,FA synth elong
mmi,0.384615384615,FA synth elong
fth,0.538461538462,FA synth elong
tsi,0.0833333333333,FA synth elong
fth,0.5,FA synth elong
pfo,0.388888888889,FA synth elong
btb,0.538461538462,FA synth elong
stm,0.277777777778,FA synth elong
pfo,0.5,FA synth elong
bli,0.666666666667,FA synth elong
slp,0.461538461538,FA synth elong
lki,0.538461538462,FA synth elong
spz,0.416666666667,FA synth elong
lki,0.333333333333,FA synth elong
reu,0.615384615385,FA synth elong
afl,0.166666666667,FA synth elong
afl,0.666666666667,FA synth elong
blm,0.0769230769231,FA synth elong
ssu,0.666666666667,FA synth elong
kra,0.166666666667,FA synth elong
lga,0.666666666667,FA synth elong
ech,0.5,FA synth elong
bay,0.538461538462,FA synth elong
eay,0.416666666667,FA synth elong
cjd,0.538461538462,FA synth elong
cjd,0.416666666667,FA synth elong
bte,0.416666666667,FA synth elong
sto,0.0833333333333,FA synth elong
sto,0.5,FA synth elong
bcy,0.666666666667,FA synth elong
zmn,0.5,FA synth elong
ecp,0.222222222222,FA synth elong
afo,0.153846153846,FA synth elong
lhk,0.416666666667,FA synth elong
lhk,0.666666666667,FA synth elong
lhk,0.5,FA synth elong
cpi,0.166666666667,FA synth elong
mms,0.166666666667,FA synth elong
bth,0.307692307692,FA synth elong
mms,0.5,FA synth elong
sat,0.5,FA synth elong
llo,0.666666666667,FA synth elong
tth,0.166666666667,FA synth elong
llo,0.277777777778,FA synth elong
esc,0.333333333333,FA synth elong
sec,0.333333333333,FA synth elong
nde,0.666666666667,FA synth elong
afw,0.222222222222,FA synth elong
fba,0.5,FA synth elong
hna,0.615384615385,FA synth elong
cki,0.230769230769,FA synth elong
pam,0.222222222222,FA synth elong
aci,0.5,FA synth elong
mse,0.5,FA synth elong
rfr,0.615384615385,FA synth elong
sma,0.416666666667,FA synth elong
gyc,0.5,FA synth elong
btk,0.416666666667,FA synth elong
tbi,0.333333333333,FA synth elong
gyc,0.538461538462,FA synth elong
cbu,0.333333333333,FA synth elong
cbu,0.166666666667,FA synth elong
csy,0.666666666667,FA synth elong
lac,0.0833333333333,FA synth elong
sab,0.538461538462,FA synth elong
stp,0.666666666667,FA synth elong
eba,0.5,FA synth elong
lme,0.416666666667,FA synth elong
det,0.25,FA synth elong
pgi,0.416666666667,FA synth elong
mxa,1,FA synth elong
mxa,0.615384615385,FA synth elong
bsn,0.538461538462,FA synth elong
lmf,0.583333333333,FA synth elong
sac,0.5,FA synth elong
lam,0.666666666667,FA synth elong
vha,0.666666666667,FA synth elong
nis,0.416666666667,FA synth elong
cpr,0.333333333333,FA synth elong
acm,0.5,FA synth elong
spx,0.333333333333,FA synth elong
lmo,0.666666666667,FA synth elong
stt,0.5,FA synth elong
cko,0.222222222222,FA synth elong
cko,0.615384615385,FA synth elong
sru,0.666666666667,FA synth elong
bcq,0.416666666667,FA synth elong
dda,0.5,FA synth elong
lpa,0.277777777778,FA synth elong
pfl,0.666666666667,FA synth elong
lpa,0.5,FA synth elong
lpa,0.615384615385,FA synth elong
rha,0.461538461538,FA synth elong
rha,0.25,FA synth elong
gbm,0.416666666667,FA synth elong
npu,0.333333333333,FA synth elong
npu,0.416666666667,FA synth elong
lbf,0.5,FA synth elong
npu,0.0555555555556,FA synth elong
smd,0.5,FA synth elong
amc,0.666666666667,FA synth elong
avn,0.277777777778,FA synth elong
nar,0.538461538462,FA synth elong
pru,0.333333333333,FA synth elong
par,0.5,FA synth elong
ckp,0.666666666667,FA synth elong
nar,0.5,FA synth elong
nar,0.666666666667,FA synth elong
ran,0.166666666667,FA synth elong
ebi,0.222222222222,FA synth elong
tws,0.230769230769,FA synth elong
tws,0.25,FA synth elong
vvu,0.416666666667,FA synth elong
rhi,0.5,FA synth elong
ctj,0.538461538462,FA synth elong
naz,0.416666666667,FA synth elong
aae,0.538461538462,FA synth elong
sak,0.666666666667,FA synth elong
ecf,0.333333333333,FA synth elong
brh,0.416666666667,FA synth elong
lpc,0.277777777778,FA synth elong
gbr,0.666666666667,FA synth elong
bfs,0.5,FA synth elong
rpt,0.5,FA synth elong
cli,0.416666666667,FA synth elong
mpo,0.5,FA synth elong
bpr,0.666666666667,FA synth elong
lbj,0.333333333333,FA synth elong
lbj,0.153846153846,FA synth elong
hba,0.166666666667,FA synth elong
nth,0.538461538462,FA synth elong
pla,0.5,FA synth elong
nth,0.416666666667,FA synth elong
sul,0.5,FA synth elong
rba,0.111111111111,FA synth elong
pas,0.333333333333,FA synth elong
axy,0.5,FA synth elong
sbc,0.615384615385,FA synth elong
bge,0.277777777778,FA synth elong
din,0.333333333333,FA synth elong
lga,0.0833333333333,FA synth elong
esa,0.333333333333,FA synth elong
din,0.615384615385,FA synth elong
bge,0.666666666667,FA synth elong
bva,0.538461538462,FA synth elong
bva,0.416666666667,FA synth elong
gct,0.5,FA synth elong
seh,0.333333333333,FA synth elong
ypa,0.615384615385,FA synth elong
sur,0.333333333333,FA synth elong
syd,0.538461538462,FA synth elong
bme,0.666666666667,FA synth elong
sei,0.333333333333,FA synth elong
eic,0.5,FA synth elong
afo,0.666666666667,FA synth elong
cbo,0.416666666667,FA synth elong
aba,0.666666666667,FA synth elong
cbo,0.538461538462,FA synth elong
ape,0.0833333333333,FA synth elong
ape,0.166666666667,FA synth elong
bae,0.538461538462,FA synth elong
rca,0.5,FA synth elong
cvi,0.538461538462,FA synth elong
cvi,0.277777777778,FA synth elong
rlg,0.5,FA synth elong
cmi,0.166666666667,FA synth elong
lbl,0.153846153846,FA synth elong
afw,0.5,FA synth elong
svo,0.666666666667,FA synth elong
sah,0.5,FA synth elong
krh,0.230769230769,FA synth elong
pam,0.615384615385,FA synth elong
sew,0.277777777778,FA synth elong
pam,0.5,FA synth elong
sed,0.222222222222,FA synth elong
sil,0.5,FA synth elong
sil,0.277777777778,FA synth elong
sil,0.666666666667,FA synth elong
eli,0.615384615385,FA synth elong
dmr,0.461538461538,FA synth elong
dmr,0.666666666667,FA synth elong
rlt,0.166666666667,FA synth elong
caa,0.538461538462,FA synth elong
ssn,0.333333333333,FA synth elong
net,0.416666666667,FA synth elong
net,0.538461538462,FA synth elong
net,0.333333333333,FA synth elong
rce,0.277777777778,FA synth elong
cyb,0.416666666667,FA synth elong
cyb,0.538461538462,FA synth elong
sbo,0.615384615385,FA synth elong
cni,0.5,FA synth elong
ecc,0.5,FA synth elong
lmf,0.666666666667,FA synth elong
fjo,0.5,FA synth elong
lby,0.666666666667,FA synth elong
spk,0.416666666667,FA synth elong
spk,0.666666666667,FA synth elong
sso,0.111111111111,FA synth elong
msp,0.666666666667,FA synth elong
spx,0.0555555555556,FA synth elong
lmo,0.583333333333,FA synth elong
tin,0.222222222222,FA synth elong
sai,0.5,FA synth elong
bha,0.666666666667,FA synth elong
wvi,0.615384615385,FA synth elong
bce,0.5,FA synth elong
cti,0.615384615385,FA synth elong
bfa,0.25,FA synth elong
fta,0.416666666667,FA synth elong
dge,0.538461538462,FA synth elong
cgb,0.5,FA synth elong
cao,0.538461538462,FA synth elong
ank,0.538461538462,FA synth elong
cao,0.5,FA synth elong
rme,0.615384615385,FA synth elong
rme,0.666666666667,FA synth elong
rme,0.5,FA synth elong
rme,0.277777777778,FA synth elong
swi,0.5,FA synth elong
ypi,0.416666666667,FA synth elong
neu,0.222222222222,FA synth elong
neu,0.416666666667,FA synth elong
bra,0.615384615385,FA synth elong
rsd,0.333333333333,FA synth elong
spm,0.416666666667,FA synth elong
cpb,0.416666666667,FA synth elong
cpb,0.5,FA synth elong
cpb,0.0555555555556,FA synth elong
mil,0.5,FA synth elong
pmr,0.5,FA synth elong
mil,1,FA synth elong
xac,0.5,FA synth elong
xac,0.666666666667,FA synth elong
bhl,0.307692307692,FA synth elong
bhl,0.5,FA synth elong
lre,0.666666666667,FA synth elong
scb,0.666666666667,FA synth elong
tsc,0.666666666667,FA synth elong
pvi,0.5,FA synth elong
gwc,0.5,FA synth elong
sis,0.0833333333333,FA synth elong
lrf,0.666666666667,FA synth elong
sis,0.333333333333,FA synth elong
ent,0.5,FA synth elong
oih,0.277777777778,FA synth elong
bhy,0.307692307692,FA synth elong
bhy,0.416666666667,FA synth elong
dar,0.333333333333,FA synth elong
dar,0.5,FA synth elong
gmc,0.538461538462,FA synth elong
pcr,0.615384615385,FA synth elong
mta,0.416666666667,FA synth elong
pcr,0.5,FA synth elong
pmx,0.5,FA synth elong
mta,0.307692307692,FA synth elong
ngk,0.416666666667,FA synth elong
cpe,0.538461538462,FA synth elong
das,0.5,FA synth elong
rde,0.222222222222,FA synth elong
rde,0.666666666667,FA synth elong
bur,0.5,FA synth elong
rop,0.5,FA synth elong
hip,0.416666666667,FA synth elong
hip,0.538461538462,FA synth elong
sit,0.666666666667,FA synth elong
xbo,0.5,FA synth elong
sit,0.5,FA synth elong
sal,0.222222222222,FA synth elong
sco,0.666666666667,FA synth elong
fra,0.333333333333,FA synth elong
bln,0.0769230769231,FA synth elong
cat,0.615384615385,FA synth elong
syd,0.5,FA synth elong
syd,0.0555555555556,FA synth elong
dra,0.538461538462,FA synth elong
hiq,0.333333333333,FA synth elong
hiq,0.416666666667,FA synth elong
cly,0.5,FA synth elong
mci,0.615384615385,FA synth elong
sat,0.307692307692,FA synth elong
cpi,0.583333333333,FA synth elong
ape,0.5,FA synth elong
bcn,0.5,FA synth elong
mlo,0.333333333333,FA synth elong
chd,0.333333333333,FA synth elong
rec,0.5,FA synth elong
rec,0.5,FA synth elong
pmz,0.5,FA synth elong
pmz,0.230769230769,FA synth elong
acd,0.666666666667,FA synth elong
fba,0.538461538462,FA synth elong
abc,0.333333333333,FA synth elong
abc,0.666666666667,FA synth elong
sed,0.5,FA synth elong
ecj,0.615384615385,FA synth elong
spt,0.5,FA synth elong
cpj,0.538461538462,FA synth elong
blc,0.5,FA synth elong
bse,0.333333333333,FA synth elong
cbc,0.666666666667,FA synth elong
lic,0.25,FA synth elong
bse,0.538461538462,FA synth elong
pdi,0.5,FA synth elong
syg,0.416666666667,FA synth elong
bco,0.333333333333,FA synth elong
sjp,0.5,FA synth elong
fri,0.222222222222,FA synth elong
pen,0.416666666667,FA synth elong
req,0.384615384615,FA synth elong
mlu,0.333333333333,FA synth elong
req,0.25,FA synth elong
sth,0.333333333333,FA synth elong
chu,0.583333333333,FA synth elong
syn,0.333333333333,FA synth elong
hje,0.5,FA synth elong
dbr,0.307692307692,FA synth elong
apr,0.0833333333333,FA synth elong
apr,0.333333333333,FA synth elong
apr,0.0555555555556,FA synth elong
rsq,0.615384615385,FA synth elong
hdn,0.166666666667,FA synth elong
lpn,0.666666666667,FA synth elong
tra,0.666666666667,FA synth elong
tra,0.416666666667,FA synth elong
dvu,0.461538461538,FA synth elong
ecl,0.5,FA synth elong
mtf,0.166666666667,FA synth elong
lil,0.166666666667,FA synth elong
sru,0.538461538462,FA synth elong
cti,0.666666666667,FA synth elong
pfl,0.5,FA synth elong
blf,0.0769230769231,FA synth elong
pol,0.277777777778,FA synth elong
cps,0.5,FA synth elong
mbn,0.333333333333,FA synth elong
cps,0.416666666667,FA synth elong
dze,0.615384615385,FA synth elong
rpc,0.5,FA synth elong
mmc,0.5,FA synth elong
rty,0.230769230769,FA synth elong
nla,0.5,FA synth elong
sar,0.666666666667,FA synth elong
gvg,0.5,FA synth elong
kpn,0.277777777778,FA synth elong
rer,0.5,FA synth elong
ecn,0.230769230769,FA synth elong
cpt,0.538461538462,FA synth elong
bcv,0.333333333333,FA synth elong
dde,0.5,FA synth elong
mbo,0.333333333333,FA synth elong
afe,0.5,FA synth elong
afe,0.615384615385,FA synth elong
nma,0.538461538462,FA synth elong
eam,0.333333333333,FA synth elong
syx,0.416666666667,FA synth elong
cpu,0.230769230769,FA synth elong
eco,0.615384615385,FA synth elong
stl,0.0555555555556,FA synth elong
car,0.166666666667,FA synth elong
pmt,0.5,FA synth elong
gbr,0.5,FA synth elong
sas,0.538461538462,FA synth elong
mbt,0.166666666667,FA synth elong
sas,0.5,FA synth elong
gwc,0.5,FA synth elong
csa,0.416666666667,FA synth elong
csa,0.615384615385,FA synth elong
csa,0.222222222222,FA synth elong
pwa,0.5,FA synth elong
ftl,0.111111111111,FA synth elong
eru,0.230769230769,FA synth elong
eru,0.5,FA synth elong
xcv,0.615384615385,FA synth elong
asu,0.5,FA synth elong
tal,0.416666666667,FA synth elong
tal,0.5,FA synth elong
erw,0.5,FA synth elong
ddf,0.5,FA synth elong
ddf,0.166666666667,FA synth elong
ddf,0.333333333333,FA synth elong
aas,0.416666666667,FA synth elong
apb,0.5,FA synth elong
esa,0.222222222222,FA synth elong
lla,0.538461538462,FA synth elong
bay,0.5,FA synth elong
srm,0.5,FA synth elong
bcx,0.416666666667,FA synth elong
slt,0.615384615385,FA synth elong
bte,0.538461538462,FA synth elong
eay,0.333333333333,FA synth elong
bln,0.166666666667,FA synth elong
sur,0.5,FA synth elong
nmu,0.222222222222,FA synth elong
ecp,0.5,FA synth elong
blo,0.166666666667,FA synth elong
ddr,0.222222222222,FA synth elong
ddr,0.333333333333,FA synth elong
afo,0.111111111111,FA synth elong
hiq,0.461538461538,FA synth elong
hiq,0.5,FA synth elong
snt,0.0555555555556,FA synth elong
atu,0.5,FA synth elong
sat,0.166666666667,FA synth elong
spc,0.666666666667,FA synth elong
ppn,0.416666666667,FA synth elong
vpr,0.0555555555556,FA synth elong
ppn,0.5,FA synth elong
spc,0.277777777778,FA synth elong
ecs,0.222222222222,FA synth elong
blt,0.5,FA synth elong
esc,0.615384615385,FA synth elong
acd,0.333333333333,FA synth elong
adn,0.222222222222,FA synth elong
lbr,0.538461538462,FA synth elong
rfr,0.277777777778,FA synth elong
cju,0.416666666667,FA synth elong
rah,0.416666666667,FA synth elong
deg,0.5,FA synth elong
deg,0.153846153846,FA synth elong
ava,0.538461538462,FA synth elong
ava,0.5,FA synth elong
zpr,0.615384615385,FA synth elong
cbu,0.538461538462,FA synth elong
gyc,0.583333333333,FA synth elong
gyc,0.277777777778,FA synth elong
zpr,0.666666666667,FA synth elong
csy,0.0769230769231,FA synth elong
csy,0.0833333333333,FA synth elong
stp,0.166666666667,FA synth elong
pfu,0.333333333333,FA synth elong
ckl,0.333333333333,FA synth elong
mxa,0.333333333333,FA synth elong
deh,0.25,FA synth elong
rpi,0.666666666667,FA synth elong
nph,0.333333333333,FA synth elong
nph,0.5,FA synth elong
tbo,0.230769230769,FA synth elong
tbo,0.416666666667,FA synth elong
sac,0.666666666667,FA synth elong
rak,0.230769230769,FA synth elong
pap,0.333333333333,FA synth elong
nis,0.5,FA synth elong
sdn,0.277777777778,FA synth elong
cte,0.5,FA synth elong
cch,0.538461538462,FA synth elong
avi,0.5,FA synth elong
stt,0.5,FA synth elong
avi,0.111111111111,FA synth elong
cko,0.5,FA synth elong
eok,0.5,FA synth elong
bcq,0.222222222222,FA synth elong
cti,0.5,FA synth elong
lpa,0.583333333333,FA synth elong
lpa,0.666666666667,FA synth elong
dge,0.416666666667,FA synth elong
mdi,0.5,FA synth elong
mdi,0.111111111111,FA synth elong
mdi,0.5,FA synth elong
gbm,0.333333333333,FA synth elong
gbm,0.538461538462,FA synth elong
buc,0.25,FA synth elong
smd,0.666666666667,FA synth elong
avn,0.666666666667,FA synth elong
smd,0.615384615385,FA synth elong
lbf,0.111111111111,FA synth elong
avn,0.538461538462,FA synth elong
nar,0.5,FA synth elong
bfl,0.538461538462,FA synth elong
pha,0.333333333333,FA synth elong
bbp,0.166666666667,FA synth elong
ebi,0.615384615385,FA synth elong
hps,0.333333333333,FA synth elong
ebi,0.416666666667,FA synth elong
spg,0.538461538462,FA synth elong
vvu,0.666666666667,FA synth elong
spg,0.416666666667,FA synth elong
bbr,0.538461538462,FA synth elong
saw,0.538461538462,FA synth elong
ctj,0.416666666667,FA synth elong
eco,0.5,FA synth elong
stl,0.416666666667,FA synth elong
sak,0.416666666667,FA synth elong
brh,0.5,FA synth elong
gbr,0.230769230769,FA synth elong
cts,0.5,FA synth elong
rpt,0.666666666667,FA synth elong
mpo,0.615384615385,FA synth elong
vvy,0.666666666667,FA synth elong
nda,0.222222222222,FA synth elong
nda,0.230769230769,FA synth elong
bpr,0.5,FA synth elong
shm,0.5,FA synth elong
meh,0.5,FA synth elong
rip,0.416666666667,FA synth elong
ccv,0.5,FA synth elong
ccv,0.5,FA synth elong
prw,0.416666666667,FA synth elong
smh,0.0769230769231,FA synth elong
mei,0.5,FA synth elong
axy,0.666666666667,FA synth elong
axy,0.5,FA synth elong
axy,0.333333333333,FA synth elong
bge,0.615384615385,FA synth elong
din,0.416666666667,FA synth elong
din,0.111111111111,FA synth elong
aca,0.416666666667,FA synth elong
hso,0.5,FA synth elong
hso,0.5,FA synth elong
mes,0.5,FA synth elong
mes,0.333333333333,FA synth elong
gct,0.277777777778,FA synth elong
ypa,0.222222222222,FA synth elong
sco,0.384615384615,FA synth elong
ols,0.0833333333333,FA synth elong
seu,0.666666666667,FA synth elong
sei,0.5,FA synth elong
sei,0.5,FA synth elong
sbm,0.416666666667,FA synth elong
eic,0.416666666667,FA synth elong
mtu,0.333333333333,FA synth elong
aba,0.416666666667,FA synth elong
aba,0.166666666667,FA synth elong
cef,0.230769230769,FA synth elong
cmi,0.5,FA synth elong
wch,0.166666666667,FA synth elong
cef,0.5,FA synth elong
dly,0.5,FA synth elong
rca,0.538461538462,FA synth elong
bgl,0.538461538462,FA synth elong
bgl,0.333333333333,FA synth elong
plu,0.5,FA synth elong
svo,0.416666666667,FA synth elong
nde,0.5,FA synth elong
adn,0.666666666667,FA synth elong
adn,0.5,FA synth elong
sam,0.416666666667,FA synth elong
ecj,0.277777777778,FA synth elong
rrs,0.538461538462,FA synth elong
rrs,0.277777777778,FA synth elong
cmu,0.538461538462,FA synth elong
cfe,0.538461538462,FA synth elong
cfe,0.416666666667,FA synth elong
mse,0.0833333333333,FA synth elong
wpi,0.5,FA synth elong
cya,0.538461538462,FA synth elong
wri,0.5,FA synth elong
rlt,0.333333333333,FA synth elong
hya,0.5,FA synth elong
hya,0.416666666667,FA synth elong
bmf,0.222222222222,FA synth elong
bah,0.666666666667,FA synth elong
bmf,0.666666666667,FA synth elong
bca,0.416666666667,FA synth elong
elm,0.333333333333,FA synth elong
rce,0.538461538462,FA synth elong
ecc,0.5,FA synth elong
ecc,0.333333333333,FA synth elong
sim,0.333333333333,FA synth elong
rru,0.538461538462,FA synth elong
lby,0.166666666667,FA synth elong
lby,0.615384615385,FA synth elong
cac,0.538461538462,FA synth elong
hdn,0.5,FA synth elong
bts,0.583333333333,FA synth elong
mhu,0.5,FA synth elong
sbu,0.538461538462,FA synth elong
dno,0.5,FA synth elong
dno,0.5,FA synth elong
ica,0.166666666667,FA synth elong
bha,0.5,FA synth elong
bfa,0.333333333333,FA synth elong
ama,0.5,FA synth elong
rcm,0.416666666667,FA synth elong
rcm,0.230769230769,FA synth elong
gem,0.166666666667,FA synth elong
cgb,0.0555555555556,FA synth elong
bai,0.5,FA synth elong
bai,0.666666666667,FA synth elong
